eventKey,kind,count,eventTypes,scenes,first_ts,last_ts,example_id,example_src
DialogueNodeEvent:30:101,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T17:03:25.7240000Z,2026-08-25T17:03:25.7240000Z,6a8dcadc485cab4c953bf7b8,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:102,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T17:03:30.9110000Z,2026-08-25T17:03:30.9110000Z,6a8dcae2485cab4c953bf7be,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:103,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T17:03:33.4270000Z,2026-08-25T17:03:33.4270000Z,6a8dcae4485cab4c953bf7c2,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:104,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T17:03:34.6790000Z,2026-08-25T17:03:34.6790000Z,6a8dcae5485cab4c953bf7c6,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:13,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:51:50.8910000Z,2026-08-25T16:51:50.8910000Z,6a8dc826485cab4c953bf2ca,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:14,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:51:54.5260000Z,2026-08-25T16:51:54.5260000Z,6a8dc829485cab4c953bf2ce,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:16,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:51:55.8430000Z,2026-08-25T16:51:55.8430000Z,6a8dc82a485cab4c953bf2d2,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:2,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:50:07.7420000Z,2026-08-25T16:50:07.7420000Z,6a8dc7be485cab4c953bf285,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:29,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:52:07.2500000Z,2026-08-25T16:52:07.2500000Z,6a8dc836485cab4c953bf2ee,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:32,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:52:21.3320000Z,2026-08-25T16:52:21.3320000Z,6a8dc844485cab4c953bf308,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:33,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:52:32.6450000Z,2026-08-25T16:52:32.6450000Z,6a8dc84f485cab4c953bf320,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:37,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:52:51.0710000Z,2026-08-25T16:52:51.0710000Z,6a8dc862485cab4c953bf366,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:38,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:53:01.9600000Z,2026-08-25T16:53:01.9600000Z,6a8dc86d485cab4c953bf38e,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:40,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:53:04.8090000Z,2026-08-25T16:53:04.8090000Z,6a8dc86f485cab4c953bf39a,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:42,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:53:36.2250000Z,2026-08-25T16:53:36.2250000Z,6a8dc88f485cab4c953bf3e2,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:48,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:53:37.0770000Z,2026-08-25T16:53:37.0770000Z,6a8dc890485cab4c953bf3e6,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:49,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:53:49.2980000Z,2026-08-25T16:53:49.2980000Z,6a8dc89c485cab4c953bf3ee,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:50,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:53:50.6150000Z,2026-08-25T16:53:50.6150000Z,6a8dc89d485cab4c953bf3f2,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:56,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:53:58.7210000Z,2026-08-25T16:53:58.7210000Z,6a8dc8a5485cab4c953bf3fa,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:57,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:54:01.1200000Z,2026-08-25T16:54:01.1200000Z,6a8dc8a8485cab4c953bf3fc,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:6,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:51:05.1360000Z,2026-08-25T16:51:05.1360000Z,6a8dc7f8485cab4c953bf2b4,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:7,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:51:06.0860000Z,2026-08-25T16:51:06.0860000Z,6a8dc7f9485cab4c953bf2b8,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:77,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T17:03:11.2170000Z,2026-08-25T17:03:11.2170000Z,6a8dcace485cab4c953bf7aa,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:86,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T17:04:02.9420000Z,2026-08-25T17:04:02.9420000Z,6a8dcb02485cab4c953bf7f4,wenyi082526-1.stratalog.logdata.json
DialogueNodeEvent:30:89,dialogue,1,DialogueEvent,Unit 1 Dev,2026-08-25T16:51:14.1740000Z,2026-08-25T16:51:14.1740000Z,6a8dc801485cab4c953bf2be,wenyi082526-1.stratalog.logdata.json
